Taxon,SubGroup,Common Name,Scientific Name,Status(TBD),Locality,Source,Source Date,Notes,AphiaID,url,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified,Date Taxonomy Updated
Animalia,Mollusca,NA,Nucella,Present,Kachemak_Bay,2,2023,NA,138199,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138199,"Röding, 1798",accepted,NA,180,Genus,138199,Nucella,"Röding, 1798",225324,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella,"MolluscaBase eds. (2024). MolluscaBase. Nucella Röding, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138199 on 2024-01-24",urn:lsid:marinespecies.org:taxname:138199,1,0,0,0,0,exact,2023-11-13T17:53:46.543Z,2024-01-23
Animalia,Cnidaria,NA,Epiactis prolifera,Present,Kachemak_Bay,2,2023,NA,283435,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283435,"Verrill, 1869",accepted,NA,220,Species,283435,Epiactis prolifera,"Verrill, 1869",100703,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Epiactis prolifera Verrill, 1869. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283435 on 2024-01-24",urn:lsid:marinespecies.org:taxname:283435,1,NA,NA,0,NA,exact,2015-10-13T10:34:41.473Z,2024-01-23
Animalia,Mollusca,NA,Calliostoma ligatum,Present,Kachemak_Bay,2,2023,NA,580412,https://www.marinespecies.org/aphia.php?p=taxdetails&id=580412,"(A. Gould, 1849)",accepted,NA,220,Species,580412,Calliostoma ligatum,"(A. Gould, 1849)",138584,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,"MolluscaBase eds. (2024). MolluscaBase. Calliostoma ligatum (A. Gould, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580412 on 2024-01-24",urn:lsid:marinespecies.org:taxname:580412,1,0,0,0,NA,exact,2023-09-30T19:03:52.337Z,2024-01-23
Animalia,Mollusca,NA,Fusitriton oregonensis,Present,Kachemak_Bay,2,2023,NA,476496,https://www.marinespecies.org/aphia.php?p=taxdetails&id=476496,"(Redfield, 1846)",accepted,NA,220,Species,476496,Fusitriton oregonensis,"(Redfield, 1846)",390535,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,"MolluscaBase eds. (2024). MolluscaBase. Fusitriton oregonensis (Redfield, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=476496 on 2024-01-24",urn:lsid:marinespecies.org:taxname:476496,1,0,0,0,NA,exact,2022-11-07T09:16:22.973Z,2024-01-23
Animalia,Echinodermata,NA,Henricia leviuscula,Present,Kachemak_Bay,2,2023,NA,369117,https://www.marinespecies.org/aphia.php?p=taxdetails&id=369117,"(Stimpson, 1857)",accepted,NA,220,Species,369117,Henricia leviuscula,"(Stimpson, 1857)",123276,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,"Mah, C.L. (2024). World Asteroidea Database. Henricia leviuscula (Stimpson, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=369117 on 2024-01-24",urn:lsid:marinespecies.org:taxname:369117,1,0,0,0,0,exact,2008-10-26T06:12:03.970Z,2024-01-23
Animalia,Cnidaria,NA,Actiniaria,Present,Kachemak_Bay,2,2023,NA,1360,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1360,"Hertwig, 1882",accepted,NA,100,Order,1360,Actiniaria,"Hertwig, 1882",1340,Animalia,Cnidaria,Anthozoa,Actiniaria,NA,NA,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Actiniaria. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1360 on 2024-01-24",urn:lsid:marinespecies.org:taxname:1360,1,1,NA,0,NA,exact,2020-09-23T17:25:35.427Z,2024-01-23
Animalia,Mollusca,NA,Acmaea mitra,Present,Kachemak_Bay,2,2023,NA,456582,https://www.marinespecies.org/aphia.php?p=taxdetails&id=456582,"Rathke, 1833",accepted,NA,220,Species,456582,Acmaea mitra,"Rathke, 1833",137616,Animalia,Mollusca,Gastropoda,NA,Acmaeidae,Acmaea,"MolluscaBase eds. (2024). MolluscaBase. Acmaea mitra Rathke, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=456582 on 2024-01-24",urn:lsid:marinespecies.org:taxname:456582,1,0,0,0,NA,exact,2022-09-18T06:16:25.777Z,2024-01-23
Animalia,Echinodermata,NA,Cucumaria miniata,Present,Kachemak_Bay,2,2023,NA,225807,https://www.marinespecies.org/aphia.php?p=taxdetails&id=225807,"(Brandt, 1835)",accepted,NA,220,Species,225807,Cucumaria miniata,"(Brandt, 1835)",123479,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,"WoRMS (2024). Cucumaria miniata (Brandt, 1835). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=225807 on 2024-01-24",urn:lsid:marinespecies.org:taxname:225807,1,0,0,0,NA,exact,2010-10-14T14:27:08.233Z,2024-01-23
Animalia,Echinodermata,NA,Orthasterias koehleri,Present,Kachemak_Bay,2,2023,NA,255048,https://www.marinespecies.org/aphia.php?p=taxdetails&id=255048,"(deLoriol, 1897)",accepted,NA,220,Species,255048,Orthasterias koehleri,"(deLoriol, 1897)",146038,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,"Mah, C.L. (2024). World Asteroidea Database. Orthasterias koehleri (deLoriol, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=255048 on 2024-01-24",urn:lsid:marinespecies.org:taxname:255048,1,0,0,0,0,exact,2019-12-30T03:47:59.320Z,2024-01-23
Animalia,Echinodermata,NA,Solaster stimpsoni,Present,Kachemak_Bay,2,2023,NA,292729,https://www.marinespecies.org/aphia.php?p=taxdetails&id=292729,"Verrill, 1880",accepted,NA,220,Species,292729,Solaster stimpsoni,"Verrill, 1880",123338,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,"Mah, C.L. (2024). World Asteroidea Database. Solaster stimpsoni Verrill, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=292729 on 2024-01-24",urn:lsid:marinespecies.org:taxname:292729,1,0,0,0,0,exact,2008-01-24T09:19:09.153Z,2024-01-23
Animalia,Mollusca,NA,Diodora aspera,Present,Kachemak_Bay,2,2023,NA,367955,https://www.marinespecies.org/aphia.php?p=taxdetails&id=367955,"(Rathke, 1833)",accepted,NA,220,Species,367955,Diodora aspera,"(Rathke, 1833)",138011,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,"MolluscaBase eds. (2024). MolluscaBase. Diodora aspera (Rathke, 1833). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367955 on 2024-01-24",urn:lsid:marinespecies.org:taxname:367955,1,NA,NA,NA,NA,exact,2010-10-03T15:39:41.620Z,2024-01-23
Animalia,Echinodermata,NA,Strongylocentrotus droebachiensis,Present,Kachemak_Bay,2,2023,NA,124321,https://www.marinespecies.org/aphia.php?p=taxdetails&id=124321,"(O.F. Müller, 1776)",accepted,NA,220,Species,124321,Strongylocentrotus droebachiensis,"(O.F. Müller, 1776)",123390,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,"Kroh, A.; Mooi, R. (2024). World Echinoidea Database. Strongylocentrotus droebachiensis (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124321 on 2024-01-24",urn:lsid:marinespecies.org:taxname:124321,1,0,0,0,0,exact,2012-01-21T20:02:04.437Z,2024-01-23
Animalia,Arthropoda,NA,Idotea,Present,Kachemak_Bay,2,2023,NA,118454,https://www.marinespecies.org/aphia.php?p=taxdetails&id=118454,"Fabricius, 1798",accepted,NA,180,Genus,118454,Idotea,"Fabricius, 1798",118283,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Idotea Fabricius, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118454 on 2024-01-24",urn:lsid:marinespecies.org:taxname:118454,1,0,0,0,NA,exact,2023-03-14T08:47:06.873Z,2024-01-23
Animalia,Echinodermata,NA,Asterias amurensis,Present,Kachemak_Bay,2,2023,NA,254497,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254497,"Lutken, 1871",accepted,NA,220,Species,254497,Asterias amurensis,"Lutken, 1871",123219,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,"Mah, C.L. (2024). World Asteroidea Database. Asterias amurensis Lutken, 1871. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254497 on 2024-01-24",urn:lsid:marinespecies.org:taxname:254497,1,0,0,0,0,exact,2008-12-29T07:51:57.673Z,2024-01-23
Animalia,Echinodermata,NA,Pisaster ochraceus,Present,Kachemak_Bay,2,2023,NA,240755,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240755,"(Brandt, 1835)",accepted,NA,220,Species,240755,Pisaster ochraceus,"(Brandt, 1835)",240754,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,"Mah, C.L. (2024). World Asteroidea Database. Pisaster ochraceus (Brandt, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240755 on 2024-01-24",urn:lsid:marinespecies.org:taxname:240755,1,0,0,0,0,exact,2008-10-22T04:46:32.530Z,2024-01-23
Animalia,Mollusca,NA,Cryptochiton stelleri,Present,Kachemak_Bay,2,2023,NA,240776,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240776,"(Middendorff, 1847)",accepted,NA,220,Species,240776,Cryptochiton stelleri,"(Middendorff, 1847)",240775,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,"MolluscaBase eds. (2024). MolluscaBase. Cryptochiton stelleri (Middendorff, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240776 on 2024-01-24",urn:lsid:marinespecies.org:taxname:240776,1,0,0,0,0,exact,2020-10-19T17:42:52.140Z,2024-01-23
Animalia,Mollusca,NA,Triopha catalinae,Present,Kachemak_Bay,2,2023,NA,531258,https://www.marinespecies.org/aphia.php?p=taxdetails&id=531258,"(J. G. Cooper, 1863)",accepted,NA,220,Species,531258,Triopha catalinae,"(J. G. Cooper, 1863)",531257,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha,"MolluscaBase eds. (2024). MolluscaBase. Triopha catalinae (J. G. Cooper, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=531258 on 2024-01-24",urn:lsid:marinespecies.org:taxname:531258,1,0,0,0,NA,exact,2022-09-16T18:17:03.037Z,2024-01-23
Animalia,Echinodermata,NA,Solaster,Present,Kachemak_Bay,2,2023,NA,123338,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123338,"Forbes, 1839",accepted,NA,180,Genus,123338,Solaster,"Forbes, 1839",123143,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,"Mah, C.L. (2024). World Asteroidea Database. Solaster Forbes, 1839. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123338 on 2024-01-24",urn:lsid:marinespecies.org:taxname:123338,1,0,0,0,0,exact,2008-01-19T09:31:50.063Z,2024-01-23
Animalia,Cnidaria,NA,Metridium senile,Present,Kachemak_Bay,2,2023,NA,100982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100982,"(Linnaeus, 1761)",accepted,NA,220,Species,100982,Metridium senile,"(Linnaeus, 1761)",100770,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,"Rodríguez, E.; Fautin, D; Daly, M. (2024). World List of Actiniaria. Metridium senile (Linnaeus, 1761). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100982 on 2024-01-24",urn:lsid:marinespecies.org:taxname:100982,1,NA,NA,NA,NA,exact,2018-06-15T10:40:43.107Z,2024-01-23
Animalia,Mollusca,NA,Pododesmus macrochisma,Present,Kachemak_Bay,2,2023,NA,758426,https://www.marinespecies.org/aphia.php?p=taxdetails&id=758426,"(Deshayes, 1839)",accepted,NA,220,Species,758426,Pododesmus macrochisma,"(Deshayes, 1839)",137653,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,"MolluscaBase eds. (2024). MolluscaBase. Pododesmus macrochisma (Deshayes, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=758426 on 2024-01-24",urn:lsid:marinespecies.org:taxname:758426,1,0,0,0,NA,exact,2021-10-23T08:30:05.590Z,2024-01-23
Animalia,Mollusca,NA,Mopalia ciliata,Present,Kachemak_Bay,2,2023,NA,386342,https://www.marinespecies.org/aphia.php?p=taxdetails&id=386342,"(G. B. Sowerby II, 1840)",accepted,NA,220,Species,386342,Mopalia ciliata,"(G. B. Sowerby II, 1840)",385567,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,"MolluscaBase eds. (2024). MolluscaBase. Mopalia ciliata (G. B. Sowerby II, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386342 on 2024-01-24",urn:lsid:marinespecies.org:taxname:386342,1,NA,NA,NA,NA,exact,2019-09-12T21:19:48.893Z,2024-01-23
Animalia,Mollusca,NA,Diodora,Present,Kachemak_Bay,2,2023,NA,138011,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138011,"Gray, 1821",accepted,NA,180,Genus,138011,Diodora,"Gray, 1821",224335,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,"MolluscaBase eds. (2024). MolluscaBase. Diodora Gray, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138011 on 2024-01-24",urn:lsid:marinespecies.org:taxname:138011,1,NA,NA,NA,0,exact,2017-07-08T06:16:11.733Z,2024-01-23
Animalia,Mollusca,NA,Boreotrophon multicostatus,Present,Kachemak_Bay,2,2023,NA,398930,https://www.marinespecies.org/aphia.php?p=taxdetails&id=398930,"(Eschscholtz, 1829)",accepted,NA,220,Species,398930,Boreotrophon multicostatus,"(Eschscholtz, 1829)",146731,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,"MolluscaBase eds. (2024). MolluscaBase. Boreotrophon multicostatus (Eschscholtz, 1829). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=398930 on 2024-01-24",urn:lsid:marinespecies.org:taxname:398930,1,NA,NA,NA,NA,exact,2010-02-15T17:08:55.810Z,2024-01-23
Animalia,Mollusca,NA,Diaulula,Present,Kachemak_Bay,2,2023,NA,415291,https://www.marinespecies.org/aphia.php?p=taxdetails&id=415291,"Bergh, 1878",accepted,NA,180,Genus,415291,Diaulula,"Bergh, 1878",1761,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Diaulula,"MolluscaBase eds. (2024). MolluscaBase. Diaulula Bergh, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=415291 on 2024-01-24",urn:lsid:marinespecies.org:taxname:415291,1,0,0,0,0,exact,2023-08-19T03:29:39.977Z,2024-01-23
Animalia,Arthropoda,NA,Glebocarcinus oregonensis,Present,Kachemak_Bay,2,2023,NA,440384,https://www.marinespecies.org/aphia.php?p=taxdetails&id=440384,"(Dana, 1852)",accepted,NA,220,Species,440384,Glebocarcinus oregonensis,"(Dana, 1852)",439212,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Glebocarcinus,"DecaNet eds. (2024). DecaNet. Glebocarcinus oregonensis (Dana, 1852). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=440384 on 2024-01-24",urn:lsid:marinespecies.org:taxname:440384,1,0,0,0,0,exact,2022-03-12T18:41:46.513Z,2024-01-23
Animalia,Mollusca,NA,Lirabuccinum dirum,Present,Kachemak_Bay,2,2023,NA,491076,https://www.marinespecies.org/aphia.php?p=taxdetails&id=491076,"(Reeve, 1846)",accepted,NA,220,Species,491076,Lirabuccinum dirum,"(Reeve, 1846)",490541,Animalia,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,Lirabuccinum,"MolluscaBase eds. (2024). MolluscaBase. Lirabuccinum dirum (Reeve, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=491076 on 2024-01-24",urn:lsid:marinespecies.org:taxname:491076,1,NA,NA,NA,NA,exact,2010-07-19T15:09:49.263Z,2024-01-23
Animalia,Arthropoda,NA,Paguridae,Present,Kachemak_Bay,2,2023,NA,106738,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106738,"Latreille, 1802",accepted,NA,140,Family,106738,Paguridae,"Latreille, 1802",106687,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,NA,"DecaNet eds. (2024). DecaNet. Paguridae Latreille, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106738 on 2024-01-24",urn:lsid:marinespecies.org:taxname:106738,1,0,0,0,NA,exact,2009-08-14T06:29:09.773Z,2024-01-23
Animalia,Porifera,NA,Bathydoris dawsoni (?),Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,Cliona celata,Present,Kachemak_Bay,1,1994,NA,134121,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134121,"Grant, 1826",accepted,NA,220,Species,134121,Cliona celata,"Grant, 1826",132026,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Cliona celata Grant, 1826. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134121 on 2024-01-24",urn:lsid:marinespecies.org:taxname:134121,1,0,0,0,0,exact,2010-02-26T20:10:43.680Z,2024-01-23
Animalia,Porifera,NA,Cydonium mulleri,Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,Esperiopsis laxa,Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,Esperiopsis rigida,Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,Halichondria panicea,Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,Haliclona permollis,Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Animalia,Porifera,NA,lophon sp. (?),Present,Kachemak_Bay,1,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
